BaseLevel;BattleID;DateTime;Force;Lat;Lng;Name;ReassignedID;ReassignedLevel;SearchTerms;TemporalID;TroopID;TroopTemporalLinkID
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.621199881000003;-77.387531346700001;J.R. Anderson's Brigade;;;j.r. anderson's,third,3rd;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{046C68EB-0D25-4BB1-B2FB-5A289715AAB6};{8100D75D-BA79-4CD5-9999-57C4A577F330}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.621403901199997;-77.3377296914;1 Maryland;;;one, 1, first, maryland, MD;{2652D569-4CD0-4995-8CC8-82EA8F391192};{E95714EE-A242-4DF5-A35B-595714C9437A};{ECAFF672-F916-4B20-B930-587BEF9FB4FC}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.620971910900003;-77.343011863000001;13 Virginia;;;thirteen, 13, thirteenth, virginia, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{2F531C6F-EED8-4F92-8926-3EAB8DEB5DD2};{658121B0-22AB-4916-8945-58983869A2FF}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.597453956800003;-77.367498386899996;38 North Carolina;;;thrity eight, 38, north carolina, NC;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{F141C8A8-AA82-4FF0-9582-1461C915ABAA};{E382330F-1AA6-4374-8CD6-596FDE6CE119}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.612329408100003;-77.342781037600005;13 New York;;;thirteen, 13, new york, NY;{71529890-D4F5-4E7F-9380-783328862837};{DBDDD0A4-8EA3-4B52-8D0E-31A909C6B3E0};{AEFEE505-FA1E-47DF-8C40-59A1434DAD72}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.599116605399999;-77.373867514300002;Garland's Brigade;;;garland's,third,3rd;{2652D569-4CD0-4995-8CC8-82EA8F391192};{D997F622-2E04-4A99-947B-61EF29E2CBBE};{D1843D1B-B764-449B-B89F-59B7C88522C5}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.576452187000001;-77.377426150000005;Fluvanna Battery;;;fluvanna battery, VA;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{5D7E3116-09B1-4F1C-8C8B-B63486A9BA55};{41F88EC9-F0B2-4F67-B147-5AAEE6995F77}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.594251849599999;-77.323671463099998;Battery I, 5 U.S. Artillery;;;battery I, five, 5, fifth, U.S., united states, artillery, US;{71529890-D4F5-4E7F-9380-783328862837};{74D4FE68-17E6-4959-AA00-6DB77FEF6490};{23A509D1-738C-4ACB-8366-5AB2588F4685}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.6092009662;-77.372927148100004;A.P. Hill's Division                                                                                ;;;a.p. hill's division;{2652D569-4CD0-4995-8CC8-82EA8F391192};{FFEFCF26-9696-44A0-A7DE-40F6E62B556A};{C769C293-84A0-4930-A9F0-5AFD8490A59E}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.606506113999998;-77.358349353999998;Battery K, 5 U.S. Artillery;;;battery k, five, 5, fifth, u.s., united states, artillery, US;{71529890-D4F5-4E7F-9380-783328862837};{0F75B2D8-E0AC-428A-8F3B-F9AF2C8EA455};{E8B75B80-8946-4274-8FE0-5B56FE77C612}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.5951072497;-77.325666958900001;Sykes's Division                                                                                    ;;;sykes's division;{2652D569-4CD0-4995-8CC8-82EA8F391192};{E3984B32-BB3A-4159-A292-EA83D953590C};{873942FC-9C1F-4203-8A11-5B6C0EB264C8}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.5995816629;-77.352139104900004;Seymour's Brigade;;;seymour's,third,3rd;{71529890-D4F5-4E7F-9380-783328862837};{B6A9C2C9-7008-42B0-BA52-41C02DBEA19F};{4292A183-EB8E-4A26-A64E-5C27CFA27F16}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.606478457999998;-77.358349353999998;Battery K, 5 U.S. Artillery;;;battery k, five, 5, fifth, u.s., united states, artillery, US;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{0F75B2D8-E0AC-428A-8F3B-F9AF2C8EA455};{5AA0F0D3-C98E-4246-AA0C-5C72144139BB}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.599149302999997;-77.360676594799997;48 Georgia;;;forty eight, 48, forty eighth, georgia, GA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{A27155B9-CDF3-4FCA-84D5-CAB70F602742};{E026B124-ED2E-4334-BB6A-5D8D667B7C88}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.608090100200002;-77.369472072400001;Pee Dee Artillery;;;Pee Dee Artillery, SC;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{3AB98A6B-8F8B-417F-AB49-93E1714626F2};{BACAA160-74D7-4CB9-AD83-5E5FD5466CB8}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.608130720799998;-77.369561732099996;Fredericksburg Artillery;;;fredericksburg artillery, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{91A861CA-3558-4425-9733-2E5DB7DA3DB4};{F82A3548-78BA-4677-AA1F-5EBA59BBDF96}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.575072016;-77.372693987000005;Milledge Battery;;;milledge battery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{39848BEA-2B7C-463C-B7BE-B87EA7A84B73};{551026CB-ACB9-4AC6-B7C4-5EC4A3EE2762}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.603630328000001;-77.363594000999996;40 Virginia;;;forty, 40, fortieth, virginia, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{C2ABF7A4-4DEE-4496-891D-C9324661B3DE};{7F8E775C-FEDA-4808-B26B-5F40B55C7B52}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.627990175199997;-77.335864418300005;1 Michigan;;;one, 1, michigan, MI;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{82566786-3BEF-48A2-B398-2D10827FD038};{56770CAC-B248-4703-ABEE-5FB204FE049F}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.616083991300002;-77.381246667499994;Johnson's Battery;;;johnson's battery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{0FE520DE-CF30-410A-AF87-38661DABE28A};{186B14CC-9841-4A88-9F79-5FCBFCFD262B}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.598299341999997;-77.357182385200005;10 Pennsylvania Reserves;;;ten, 10, tenth, pennsylvania reserves, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{1B5EC197-260B-4903-936F-B6A5CCF55165};{5070D17A-C42E-45B7-8351-6000C62224FD}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.601059652799997;-77.357783618799999;8 Pennsylvania Reserves;;;eight, 8, eighth, pennsylvania reserves, PA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{B04BD03E-B3DD-4BC0-A595-626EF05A55E0};{6113BA15-99E9-4127-97C7-60A4170D81D4}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.598523128399997;-77.359269028100002;3 North Carolina;;;three, 3, third north carolina, NC;{2652D569-4CD0-4995-8CC8-82EA8F391192};{BFC25520-F377-4CB6-B746-64FE265550C7};{A8510926-581D-4FBE-B335-610E548B0B31}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.589329732400003;-77.386163341200003;Colquitt's Brigade;;;colquitt's,fourth,4th;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{DB975069-6598-464C-8513-914485D5CF25};{33009E6B-C363-455D-9E9A-612FFB17D7E6}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.6031910146;-77.351521187100005;3 Pennsylvania Reserves;;;three, 3, pennsylvania, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{33C7FE3C-FAD2-4FE6-8945-031BCCC4E04C};{EBEB9E60-938D-4DFE-8A61-61C9479E3EA8}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.606309899400003;-77.366608878299999;28 North Carolina;;;twenty eight, 28, twenty eighth, north carolina, NC;{2652D569-4CD0-4995-8CC8-82EA8F391192};{83567207-E644-474A-98FF-84BD3C628352};{A7799999-60B9-4246-8A56-61D1D9186A5C}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.6011736086;-77.345848363399995;Meade's Brigade;;;meade's,second,2nd;{71529890-D4F5-4E7F-9380-783328862837};{FDEFAF6A-C061-4DD2-ACF3-EE3A381F80B7};{E9594E54-CB6A-4D68-9859-624E9FCE43E0}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.611668348800002;-77.4119158102;Gregg's Brigade;;;gregg's,second,2nd;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{59A96614-BA65-4FD7-983C-2A8D12214E1B};{28EC840F-FF95-4E09-B02E-6317A3AF4FD0}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.617178175699998;-77.402607600400003;Pender's Brigade;;;pender's,sixth,6th;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{2DEEDB6E-34F7-4EDD-B122-B44B5EDBBA54};{222433B7-AF2B-41B4-BAC6-637F6E9A70AF}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.594405989800002;-77.354146541000006;Battery B, 1 Pennsylvania Light Artillery;;;battery b, one, 1, first, pennsylvania light artillery, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{D12E2E86-E425-413A-8D2C-F5AC71C082BA};{6F9D197D-9D88-4F2C-90BD-63CC6E93AB36}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.606559844400003;-77.334913453599995;Griffin's Brigade;;;griffin's,second,2nd;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{F4E66B51-588F-46A5-91EA-8C099CA90088};{8FB57AB9-AC20-4B02-90AE-64314B608BBC}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.604895237900003;-77.363736852900004;7 Tennessee;;;seven, 7, tennessee, TN;{2652D569-4CD0-4995-8CC8-82EA8F391192};{85B90D03-224B-42E7-913F-14B09097B5D2};{07D6F32A-CAA7-45CC-A98D-652E94496355}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.594955802999998;-77.322151644800002;Meade's Brigade;;;meade's,second,2nd;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{FDEFAF6A-C061-4DD2-ACF3-EE3A381F80B7};{51EBE3B6-6D8C-44C2-917F-65767E100524}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.598194711300003;-77.381091669300005;Thomas Artillery;;;thomas artillery, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{AB2C3BE2-B5AB-442A-A67F-C02786D6248E};{386378A9-37C6-490D-80BB-665F04C031BC}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.586355500000003;-77.388786345;Loudoun Artillery;;;loudoun artillery, VA;{71529890-D4F5-4E7F-9380-783328862837};{999ED477-02A0-4A92-BB4B-F6FE565B2EC3};{B9B9570E-0D88-4329-9199-66C1025B560C}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.611370344100003;-77.351253684599996;62 Pennsylvania;;;sixty two, 62, sixty second, pennsylvania, PA;{71529890-D4F5-4E7F-9380-783328862837};{FA56E5F3-A026-4542-94A4-EFDCE97AA22E};{AE4532A6-19E7-40BE-BA1D-66E9EB0209AA}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.599431707199997;-77.352578051400002;Seymour's Brigade;;;seymour's,third,3rd;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{B6A9C2C9-7008-42B0-BA52-41C02DBEA19F};{89B906F3-7AA3-4203-BB02-676204B40823}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.612498633500003;-77.340449107200001;1 Michigan;;;one, 1, michigan, MI;{71529890-D4F5-4E7F-9380-783328862837};{82566786-3BEF-48A2-B398-2D10827FD038};{CA32C737-C49E-4989-B109-67CF88E917DA}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.609700723899998;-77.357485244399996;14 New York;;;fourteen, 14, fourteenth, new york, NY;{2652D569-4CD0-4995-8CC8-82EA8F391192};{67726331-AB7F-4CAB-A951-AAED574CA027};{A9FA7AFA-0BD3-4326-9BC9-67DEEC69C0BB}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.609373425500003;-77.414219946100005;Crenshaw's Battery;;;crenshaw's battery, VA;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{64686FF4-7587-40EF-ADE8-CA6D03985209};{4CB5C0BE-ADA8-42ED-9ED5-6827845C14E4}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.626712321299998;-77.336608083000002;25 New York;;;twenty five, 25, twenty fifth, new york, NY;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{1CCBE0DF-3057-453B-8620-41CA344F2D57};{61BA76E6-1404-48FE-BA02-687B8F84E270}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.604396766199997;-77.364657295499995;40 Virginia;;;forty, 40, fortieth, virginia, VA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{C2ABF7A4-4DEE-4496-891D-C9324661B3DE};{B5CE85D7-D3F3-4B24-B8DB-693518C32DEE}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.609667575800003;-77.375365526699994;19 Georgia;;;nineteen, 19, nineteenth, georgia, GA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{330DDDD6-B0AC-4106-B227-3AD741696F9D};{4E1FE93D-176E-459A-B923-6C3C4BB9DD34}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.626684185099997;-77.3400630804;22 Massachusetts;;;twenty two, 22, twenty second, massachusetts, MA;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{1CB69824-A9BB-4A37-82D1-4CC7982FC715};{A4297FF6-D590-497F-AA09-6CE1571FA6FC}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.6083390163;-77.369610359299998;Pee Dee Artillery;;;Pee Dee Artillery, SC;{71529890-D4F5-4E7F-9380-783328862837};{3AB98A6B-8F8B-417F-AB49-93E1714626F2};{FD3D3A8A-08F4-44B8-A059-6D5D7B0A3081}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.608998891200002;-77.358491383499995;Battery B, 1 Pennsylvania Light Artillery;;;battery b, one, 1, first, pennsylvania light artillery, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{D12E2E86-E425-413A-8D2C-F5AC71C082BA};{F2E6AEF8-D38C-468E-8E90-6DA6D08AD1CF}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.588539163;-77.389118234999998;Orange Artillery;;;orange artillery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{6EC15152-1586-4251-B8F9-6C6E4CC2EDF4};{9D146419-440A-492A-831D-6E4B4EB28E0F}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.605381084100003;-77.359862347800004;4 Michigan;;;four, 4, fourth, michigan, MI;{2652D569-4CD0-4995-8CC8-82EA8F391192};{CBCA558F-F7BF-4F63-BE76-9976369C3FCF};{DFE7C342-1A1F-4485-B3CB-6F59707A7A88}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.603602086000002;-77.356413333999996;Battery C, 5 U. S. Artillery;;;battery c, five, 5, fifth, U.S., united states, artillery, US;{2652D569-4CD0-4995-8CC8-82EA8F391192};{F037975A-B895-4478-9C9B-D998A311C187};{A1EA1F18-E3B2-486A-AEE3-6F6007F617C7}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.617687469000003;-77.379577085999998;Field's Brigade;;;field's,first,1st;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{5C2C3A47-104F-4C8F-A31D-ACC695F08372};{A487D2A1-B99E-4202-A7C6-6F9C9D8C15C9}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.602747405099997;-77.384393175;Crenshaw's Battery;;;crenshaw's battery, VA;{71529890-D4F5-4E7F-9380-783328862837};{64686FF4-7587-40EF-ADE8-CA6D03985209};{B50F1940-7EB1-4D1A-8607-6FF2410A7D2D}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.6031910146;-77.351521187100005;3 Pennsylvania Reserves;;;three, 3, pennsylvania, PA;{71529890-D4F5-4E7F-9380-783328862837};{33C7FE3C-FAD2-4FE6-8945-031BCCC4E04C};{BFE3C2D9-37B5-4D32-A815-7067CA0E7810}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.603695126799998;-77.363957285699996;2 Virginia Battalion;;;two, 2, virginia battalion, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{53C0D387-131B-4D24-BE1D-14AADE554CDC};{5CFB261D-A808-45B2-B146-70DC351E0BB2}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.6126951866;-77.345333075300005;22 Massachusetts;;;twenty two, 22, twenty second, massachusetts, MA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{1CB69824-A9BB-4A37-82D1-4CC7982FC715};{4C6177E3-CF10-4F5E-B553-7105F2735EA2}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.6131610471;-77.350338863600001;Battery C, 1 Rhode Island Light Artillery;;;battery c, 1, one, rhode Island Light artillery, RI;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{61FE192A-309F-4889-90A9-14C5F6600162};{FC070C06-D2CE-4F84-9EB0-71EDAC700A3D}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.575072016;-77.372666330000001;Milledge Battery;;;milledge battery, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{39848BEA-2B7C-463C-B7BE-B87EA7A84B73};{9B659AD9-2BDF-4067-8BEB-730850FFB6BF}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.608998891200002;-77.358491383499995;Battery B, 1 Pennsylvania Light Artillery;;;battery b, one, 1, first, pennsylvania light artillery, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{D12E2E86-E425-413A-8D2C-F5AC71C082BA};{F83945EE-9887-4109-B5B3-7314725DAD7A}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.605081878699998;-77.338373832599999;McCall's Division                                                                                   ;;;mccall's division;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{31344F2D-235A-4A06-A0F7-873A7ADFAC18};{129D758A-BB00-46AD-8E9F-7326FFF0F74B}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.601059652799997;-77.357783618799999;8 Pennsylvania Reserves;;;eight, 8, eighth, pennsylvania reserves, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{B04BD03E-B3DD-4BC0-A595-626EF05A55E0};{5D218559-58EA-4902-8C32-7384DC1BD4D3}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.605155328199999;-77.364991851400006;47 Virginia;;;forty seven, 47, forty seventh, virginia, VA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{295C7E91-2327-474C-9CD7-61788605AC0D};{6AF7A8D1-027C-4899-8340-738A78E508BB}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.602489055900001;-77.363403668399997;55 Virginia;;;fifty five, 55, fifty fifth, virginia, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{19BCCD00-49E1-404F-9818-B15482643F22};{CF6E173C-82FF-43CA-9977-73D0888A734C}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.596369395099998;-77.351409627099997;9 Pennsylvania Reserves;;;nine, 9, ninth, pennsylvania reserves, PA;{71529890-D4F5-4E7F-9380-783328862837};{51F9B3F7-73F9-49BB-AB16-CBD17ADE5760};{BA7BB468-6418-45B8-A805-73D9DF647605}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.603108775999999;-77.384958483399998;Crenshaw's Battery;;;crenshaw's battery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{64686FF4-7587-40EF-ADE8-CA6D03985209};{996C5ACC-E082-4747-97A9-75165CA2A208}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.606091053900002;-77.387297438399997;Gregg's Brigade;;;gregg's,second,2nd;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{59A96614-BA65-4FD7-983C-2A8D12214E1B};{2B9F5912-A638-4C90-8674-760A72B47910}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.610894158400001;-77.362333179299995;45 Georgia;;;forty five, 45, georgia, GA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{B87C4F5E-7983-4B33-9A8A-2A099CCCCE3D};{AEBFE211-5E59-4E51-B479-76F8F31D6C21}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.608851784599999;-77.352202659100001;Griffin's Brigade;;;griffin's,second,2nd;{2652D569-4CD0-4995-8CC8-82EA8F391192};{F4E66B51-588F-46A5-91EA-8C099CA90088};{6C856A45-C106-4437-BBB7-77960D38E193}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.591922375300001;-77.385699855799999;R.H. Anderson's Brigade;;;r.h. anderson's,second,2nd;{2652D569-4CD0-4995-8CC8-82EA8F391192};{655C4963-AFDB-400A-BE8D-A186219E1CFE};{C49C3390-668D-4C52-87F0-77B8FB26F32A}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.611859913399996;-77.377277666099999;Johnson's Battery;;;johnson's battery, VA;{71529890-D4F5-4E7F-9380-783328862837};{0FE520DE-CF30-410A-AF87-38661DABE28A};{7382246B-31F8-4459-8241-7805E1594EF0}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.604396092599998;-77.360071438299997;22 North Carolina;;;twenty two, 22, twenty second, north carolina, NC;{2652D569-4CD0-4995-8CC8-82EA8F391192};{DA24C9F0-8450-4FC6-9085-F9DDD981DF1B};{1498D78E-28C1-47CB-9E41-782668854A36}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.589951824000003;-77.387233802400004;Kemper's Brigade;;;kemper's,first,1st;{2652D569-4CD0-4995-8CC8-82EA8F391192};{9E0CBC72-2277-4B26-A7D2-D739102705A2};{1892FFBB-36CB-4CC6-865D-7859D9F9C91F}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.613232475799997;-77.367751414799997;J.R. Anderson's Brigade;;;j.r. anderson's,third,3rd;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{046C68EB-0D25-4BB1-B2FB-5A289715AAB6};{F8A3E15D-D02D-4EBD-8361-7934981F48DD}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.607874700000004;-77.369453746900007;Fredericksburg Artillery;;;fredericksburg artillery, VA;{71529890-D4F5-4E7F-9380-783328862837};{91A861CA-3558-4425-9733-2E5DB7DA3DB4};{E2F2F074-2C8B-4496-99C4-7984A0501B7E}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.602466892099997;-77.365991850699999;Bachman's Battery;;;bachman's battery, SC;{2652D569-4CD0-4995-8CC8-82EA8F391192};{A6C79D53-32FE-4045-8628-5959987F6BE0};{CCE077D0-E6E0-4902-9CE3-7A1600D17319}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.597720710099999;-77.375101299600004;Colquitt's Brigade;;;colquitt's,fourth,4th;{71529890-D4F5-4E7F-9380-783328862837};{DB975069-6598-464C-8513-914485D5CF25};{3DEF1D81-BFAA-4F70-8040-7A4E19039072}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.598299341999997;-77.357182385200005;10 Pennsylvania Reserves;;;ten, 10, tenth, pennsylvania reserves, PA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{1B5EC197-260B-4903-936F-B6A5CCF55165};{C2AC9FA2-C830-4877-BB9C-7B1F336229EA}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.6001350823;-77.368623362400001;4 North Carolina;;;four, 4, fourth ,north carolina, NC;{2652D569-4CD0-4995-8CC8-82EA8F391192};{DD46528D-1535-4B19-A6F1-97880F72D9B3};{66392393-A315-41B6-8D9D-7B3A507C6A42}
